Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Peer-to-peer payments,meghalaya,2019,3,TOTAL,116168,546221812.6889315
Merchant payments,meghalaya,2019,3,TOTAL,31201,23461321.889810227
Financial Services,meghalaya,2019,3,TOTAL,421,584192.9488108774
Others,meghalaya,2019,3,TOTAL,2811,3035023.204323471
Recharge & bill payments,meghalaya,2019,4,TOTAL,175084,43611775.02621875
Peer-to-peer payments,meghalaya,2019,4,TOTAL,163734,670870023.4297696
Merchant payments,meghalaya,2019,4,TOTAL,24430,25344714.50557894
Financial Services,meghalaya,2019,4,TOTAL,382,124511.63613216748
Others,meghalaya,2019,4,TOTAL,2351,2485447.192519395
Recharge & bill payments,meghalaya,2020,1,TOTAL,226214,59666071.21530793
Peer-to-peer payments,meghalaya,2020,1,TOTAL,216022,1013733312.3935763
Merchant payments,meghalaya,2020,1,TOTAL,57245,44125206.34755945
Financial Services,meghalaya,2020,1,TOTAL,473,402779.89033132966
Others,meghalaya,2020,1,TOTAL,2329,2207471.061039081
Recharge & bill payments,meghalaya,2020,2,TOTAL,382662,100570200.25271696
Peer-to-peer payments,meghalaya,2020,2,TOTAL,202270,998750895.9111593
Merchant payments,meghalaya,2020,2,TOTAL,46014,48980521.41595118
Financial Services,meghalaya,2020,2,TOTAL,1186,2944583.114737345
Others,meghalaya,2020,2,TOTAL,3263,2488953.643832149
Recharge & bill payments,meghalaya,2020,3,TOTAL,342484,97662913.13408674
Peer-to-peer payments,meghalaya,2020,3,TOTAL,194448,1065012681.7126106
Merchant payments,meghalaya,2020,3,TOTAL,55595,67511647.1349487
Financial Services,meghalaya,2020,3,TOTAL,1587,4049966.8133478058
Others,meghalaya,2020,3,TOTAL,3465,2821792.5880408054
Recharge & bill payments,meghalaya,2020,4,TOTAL,350006,102794647.7641504
Peer-to-peer payments,meghalaya,2020,4,TOTAL,286252,1579858348.0670543
Merchant payments,meghalaya,2020,4,TOTAL,111471,115136797.58942303
Financial Services,meghalaya,2020,4,TOTAL,1809,2774557.112070617
Others,meghalaya,2020,4,TOTAL,4470,3678221.666272167
Peer-to-peer payments,meghalaya,2021,1,TOTAL,326993,1794745857.3188953
Recharge & bill payments,meghalaya,2021,1,TOTAL,306634,106098525.65614726
Merchant payments,meghalaya,2021,1,TOTAL,108805,147747773.01896822
Financial Services,meghalaya,2021,1,TOTAL,1777,3981898.0457751974
Others,meghalaya,2021,1,TOTAL,3437,2941223.950049905
Recharge & bill payments,meghalaya,2021,2,TOTAL,389959,129031455.7077258
Peer-to-peer payments,meghalaya,2021,2,TOTAL,366411,1885041503.7970467
Merchant payments,meghalaya,2021,2,TOTAL,147406,173894963.00439677
Financial Services,meghalaya,2021,2,TOTAL,1766,2306496.854595862
Others,meghalaya,2021,2,TOTAL,4052,3342835.5268340455
Peer-to-peer payments,meghalaya,2021,3,TOTAL,473274,2348008593.21644
Recharge & bill payments,meghalaya,2021,3,TOTAL,418429,144363692.75220004
Merchant payments,meghalaya,2021,3,TOTAL,199427,270311210.8907223
Financial Services,meghalaya,2021,3,TOTAL,1556,2379067.1150075165
Others,meghalaya,2021,3,TOTAL,5045,3937887.553600684
Peer-to-peer payments,meghalaya,2021,4,TOTAL,669693,3233210261.728197
Recharge & bill payments,meghalaya,2021,4,TOTAL,447310,165277548.45940137
Merchant payments,meghalaya,2021,4,TOTAL,314445,442464385.0377933
Financial Services,meghalaya,2021,4,TOTAL,1989,2464327.9242311358
Others,meghalaya,2021,4,TOTAL,6756,5348877.036531466
Peer-to-peer payments,meghalaya,2022,1,TOTAL,801009,3899172008.7001157
Recharge & bill payments,meghalaya,2022,1,TOTAL,459530,192026788.60457045
Merchant payments,meghalaya,2022,1,TOTAL,405859,563004043.9315958
Financial Services,meghalaya,2022,1,TOTAL,2134,3019251.8598936894
Others,meghalaya,2022,1,TOTAL,6218,5116238.235718384
Peer-to-peer payments,meghalaya,2022,2,TOTAL,977816,4359000096.157877
Merchant payments,meghalaya,2022,2,TOTAL,591364,714995836.5962032
Recharge & bill payments,meghalaya,2022,2,TOTAL,467745,200896879.69103926
Financial Services,meghalaya,2022,2,TOTAL,1880,2406087.095158501
Others,meghalaya,2022,2,TOTAL,5844,4192522.344518611
Peer-to-peer payments,meghalaya,2022,3,TOTAL,2050942,7796315453.507147
Merchant payments,meghalaya,2022,3,TOTAL,1486098,1468318733.1353962
Recharge & bill payments,meghalaya,2022,3,TOTAL,810017,330230375.9276109
Financial Services,meghalaya,2022,3,TOTAL,3504,3106775.3857113793
Others,meghalaya,2022,3,TOTAL,8604,5329459.165683068
Peer-to-peer payments,meghalaya,2022,4,TOTAL,1901671,7328913724.3339405
Merchant payments,meghalaya,2022,4,TOTAL,1334431,1381013596.832624
Recharge & bill payments,meghalaya,2022,4,TOTAL,685678,278377945.43169147
Financial Services,meghalaya,2022,4,TOTAL,3544,3564357.119764914
Others,meghalaya,2022,4,TOTAL,7124,4671532.630633753
Recharge & bill payments,mizoram,2018,1,TOTAL,10155,2199565.258913744
Peer-to-peer payments,mizoram,2018,1,TOTAL,6845,41186717.278001666
Merchant payments,mizoram,2018,1,TOTAL,616,1066002.1670622267
Financial Services,mizoram,2018,1,TOTAL,260,65022.49896840689
Others,mizoram,2018,1,TOTAL,685,709912.772844791
Recharge & bill payments,mizoram,2018,2,TOTAL,13550,3107406.501616686
Peer-to-peer payments,mizoram,2018,2,TOTAL,11427,77040044.25291511
Merchant payments,mizoram,2018,2,TOTAL,1310,2368711.975892641
Financial Services,mizoram,2018,2,TOTAL,167,60939.77304627103
Others,mizoram,2018,2,TOTAL,597,931303.0542636234
Peer-to-peer payments,mizoram,2018,3,TOTAL,18564,108783543.9098094
Recharge & bill payments,mizoram,2018,3,TOTAL,17610,4050433.5962071815
Merchant payments,mizoram,2018,3,TOTAL,2310,2952533.8004545765
Financial Services,mizoram,2018,3,TOTAL,240,43891.23943201654
Others,mizoram,2018,3,TOTAL,592,770335.5794872268
Peer-to-peer payments,mizoram,2018,4,TOTAL,26212,177049162.13058332
Recharge & bill payments,mizoram,2018,4,TOTAL,24533,5523702.976434887
Merchant payments,mizoram,2018,4,TOTAL,3699,6911586.608122997
Financial Services,mizoram,2018,4,TOTAL,145,35654.18337878893
Others,mizoram,2018,4,TOTAL,653,906746.6310095722
Peer-to-peer payments,mizoram,2019,1,TOTAL,35126,204183867.4116538
Recharge & bill payments,mizoram,2019,1,TOTAL,30327,6760113.704148788
Merchant payments,mizoram,2019,1,TOTAL,3984,6470456.031897823
Financial Services,mizoram,2019,1,TOTAL,133,33512.39606736117
Others,mizoram,2019,1,TOTAL,736,712945.8536347556
Peer-to-peer payments,mizoram,2019,2,TOTAL,37364,233471780.00357005
Recharge & bill payments,mizoram,2019,2,TOTAL,31903,7823562.397702506
Merchant payments,mizoram,2019,2,TOTAL,5646,5889316.861228463
Financial Services,mizoram,2019,2,TOTAL,80,14455.380988399309
Others,mizoram,2019,2,TOTAL,678,817593.4915248882
Recharge & bill payments,mizoram,2019,3,TOTAL,49073,12966806.696277115
Peer-to-peer payments,mizoram,2019,3,TOTAL,42645,257538220.22775066
Merchant payments,mizoram,2019,3,TOTAL,5560,7397529.021326996
Financial Services,mizoram,2019,3,TOTAL,94,72985.31151294889
Others,mizoram,2019,3,TOTAL,722,818358.6944744462
Recharge & bill payments,mizoram,2019,4,TOTAL,60511,16857122.3073061
Peer-to-peer payments,mizoram,2019,4,TOTAL,57109,341664291.4936854
Merchant payments,mizoram,2019,4,TOTAL,6939,9451111.139352825
Financial Services,mizoram,2019,4,TOTAL,100,20966.3333050078
Others,mizoram,2019,4,TOTAL,580,695859.360839114
Recharge & bill payments,mizoram,2020,1,TOTAL,85067,24356294.58523286
Peer-to-peer payments,mizoram,2020,1,TOTAL,57916,356260523.23262954
Merchant payments,mizoram,2020,1,TOTAL,9961,10404414.592504771
Financial Services,mizoram,2020,1,TOTAL,119,283854.3188381147
Others,mizoram,2020,1,TOTAL,546,772492.6204317764
Recharge & bill payments,mizoram,2020,2,TOTAL,127592,37504550.77732091
Peer-to-peer payments,mizoram,2020,2,TOTAL,60021,404110075.0863959
Merchant payments,mizoram,2020,2,TOTAL,10056,14627463.664270937
Financial Services,mizoram,2020,2,TOTAL,244,434960.2799078573
Others,mizoram,2020,2,TOTAL,549,516383.63442262856
Recharge & bill payments,mizoram,2020,3,TOTAL,132664,40941077.032856956
Peer-to-peer payments,mizoram,2020,3,TOTAL,99644,634560147.3506901
Merchant payments,mizoram,2020,3,TOTAL,20934,30693648.236451425
Financial Services,mizoram,2020,3,TOTAL,535,824864.513127287
Others,mizoram,2020,3,TOTAL,926,924438.3714747172
Peer-to-peer payments,mizoram,2020,4,TOTAL,141038,887252744.067668
Recharge & bill payments,mizoram,2020,4,TOTAL,140297,45386403.17281592
Merchant payments,mizoram,2020,4,TOTAL,39676,52094800.565094605
Financial Services,mizoram,2020,4,TOTAL,607,855201.5881157237
Others,mizoram,2020,4,TOTAL,989,932966.3002634952
Peer-to-peer payments,mizoram,2021,1,TOTAL,156386,982955112.1892779
Recharge & bill payments,mizoram,2021,1,TOTAL,128055,45558278.22323953
Merchant payments,mizoram,2021,1,TOTAL,43511,70289687.94622748
Financial Services,mizoram,2021,1,TOTAL,648,1330632.9787811027
Others,mizoram,2021,1,TOTAL,975,971875.6084117102
Peer-to-peer payments,mizoram,2021,2,TOTAL,173064,995581952.903405
Recharge & bill payments,mizoram,2021,2,TOTAL,161763,56059844.239659324
Merchant payments,mizoram,2021,2,TOTAL,57877,69528721.40156102
Financial Services,mizoram,2021,2,TOTAL,611,710657.5065644829
Others,mizoram,2021,2,TOTAL,1025,993297.250902934
Peer-to-peer payments,mizoram,2021,3,TOTAL,224873,1290523196.259221
Recharge & bill payments,mizoram,2021,3,TOTAL,177281,67493206.62394348
Merchant payments,mizoram,2021,3,TOTAL,74553,113697005.89820999
Financial Services,mizoram,2021,3,TOTAL,522,806905.9729422838
Others,mizoram,2021,3,TOTAL,1300,1228335.4576346257
Peer-to-peer payments,mizoram,2021,4,TOTAL,272209,1545255603.4119103
Recharge & bill payments,mizoram,2021,4,TOTAL,179405,67548806.84754582
Merchant payments,mizoram,2021,4,TOTAL,99265,154183940.72826496
Financial Services,mizoram,2021,4,TOTAL,695,2202285.707728365
Others,mizoram,2021,4,TOTAL,1755,1475104.827591939
Peer-to-peer payments,mizoram,2022,1,TOTAL,302740,1691281089.989316
Recharge & bill payments,mizoram,2022,1,TOTAL,190137,76541062.33691595
Merchant payments,mizoram,2022,1,TOTAL,109669,174157725.41469872
Financial Services,mizoram,2022,1,TOTAL,731,1657575.282816791
Others,mizoram,2022,1,TOTAL,1640,1521510.587498479
Peer-to-peer payments,mizoram,2022,2,TOTAL,332102,1739114390.3016624
Recharge & bill payments,mizoram,2022,2,TOTAL,172281,70775723.34635986
Merchant payments,mizoram,2022,2,TOTAL,137279,191484723.76839563
Financial Services,mizoram,2022,2,TOTAL,656,801633.2114598342
Others,mizoram,2022,2,TOTAL,1659,1010096.4810587188
Peer-to-peer payments,mizoram,2022,3,TOTAL,349715,1665955694.9848173
Recharge & bill payments,mizoram,2022,3,TOTAL,156874,68463689.80469275
Merchant payments,mizoram,2022,3,TOTAL,150320,209934220.28326848
Financial Services,mizoram,2022,3,TOTAL,802,880187.5512756812
Others,mizoram,2022,3,TOTAL,1327,1031819.4438998674
Peer-to-peer payments,mizoram,2022,4,TOTAL,378295,1750113148.3068104
Merchant payments,mizoram,2022,4,TOTAL,164389,222455759.17733783
Recharge & bill payments,mizoram,2022,4,TOTAL,148573,63477925.042983845
Financial Services,mizoram,2022,4,TOTAL,932,949850.198945797
Others,mizoram,2022,4,TOTAL,1585,914402.5369417528
Recharge & bill payments,nagaland,2018,1,TOTAL,28198,5361675.549623315
Peer-to-peer payments,nagaland,2018,1,TOTAL,11631,69830122.02063876
Merchant payments,nagaland,2018,1,TOTAL,822,1170667.4151649117
Financial Services,nagaland,2018,1,TOTAL,399,299016.7345620737
Others,nagaland,2018,1,TOTAL,1795,1344409.3661360394
Recharge & bill payments,nagaland,2018,2,TOTAL,41959,9139467.703980098
Peer-to-peer payments,nagaland,2018,2,TOTAL,20099,140193107.69683594
Merchant payments,nagaland,2018,2,TOTAL,1529,2293935.490835924
Financial Services,nagaland,2018,2,TOTAL,379,153458.5231626137
Others,nagaland,2018,2,TOTAL,1633,1545608.465487119
Recharge & bill payments,nagaland,2018,3,TOTAL,54885,12664922.724117381
Peer-to-peer payments,nagaland,2018,3,TOTAL,33930,223964723.15160483
Merchant payments,nagaland,2018,3,TOTAL,3518,3631042.2777308393
Financial Services,nagaland,2018,3,TOTAL,460,125171.61850935029
Others,nagaland,2018,3,TOTAL,1578,1406883.1646908007
Recharge & bill payments,nagaland,2018,4,TOTAL,72881,16615511.42043031
Peer-to-peer payments,nagaland,2018,4,TOTAL,53723,358926253.43094724
Merchant payments,nagaland,2018,4,TOTAL,10350,10500634.794542974
Financial Services,nagaland,2018,4,TOTAL,587,216127.40846239947
Others,nagaland,2018,4,TOTAL,1792,1754940.4912408509
Recharge & bill payments,nagaland,2019,1,TOTAL,87596,20020458.076388802
Peer-to-peer payments,nagaland,2019,1,TOTAL,71642,411855878.2498224
Merchant payments,nagaland,2019,1,TOTAL,7306,8187940.322092213
Financial Services,nagaland,2019,1,TOTAL,430,101072.89773317604
Others,nagaland,2019,1,TOTAL,1605,1776362.8662935253
Recharge & bill payments,nagaland,2019,2,TOTAL,92492,21350211.07781426
Peer-to-peer payments,nagaland,2019,2,TOTAL,81065,487705354.46570444
Merchant payments,nagaland,2019,2,TOTAL,12949,8990954.079767609
Financial Services,nagaland,2019,2,TOTAL,286,129758.00259777348
Others,nagaland,2019,2,TOTAL,1961,1890404.5326202572
Recharge & bill payments,nagaland,2019,3,TOTAL,145812,33293527.93210053
Peer-to-peer payments,nagaland,2019,3,TOTAL,100736,601803135.4703114
Merchant payments,nagaland,2019,3,TOTAL,13031,13381591.199777838
Financial Services,nagaland,2019,3,TOTAL,210,229319.84921986386
Others,nagaland,2019,3,TOTAL,2089,2248897.2620018576
Recharge & bill payments,nagaland,2019,4,TOTAL,172761,39720745.597670965
Peer-to-peer payments,nagaland,2019,4,TOTAL,128674,777298578.6127516
Merchant payments,nagaland,2019,4,TOTAL,13578,15460907.228900284
Financial Services,nagaland,2019,4,TOTAL,499,283291.7740842187
Others,nagaland,2019,4,TOTAL,1658,1773615.1353679793
Recharge & bill payments,nagaland,2020,1,TOTAL,221741,53662023.32016543
Peer-to-peer payments,nagaland,2020,1,TOTAL,135966,821508819.5893908
Merchant payments,nagaland,2020,1,TOTAL,18249,17663339.36989499
Financial Services,nagaland,2020,1,TOTAL,528,215066.78349539996
Others,nagaland,2020,1,TOTAL,1567,1730779.6714233835
Recharge & bill payments,nagaland,2020,2,TOTAL,328269,85264116.11779374
Peer-to-peer payments,nagaland,2020,2,TOTAL,166866,1025000209.9574311
Merchant payments,nagaland,2020,2,TOTAL,20004,25214703.910237495
Financial Services,nagaland,2020,2,TOTAL,860,989239.9671938312
Others,nagaland,2020,2,TOTAL,1567,1206234.3951445608
Recharge & bill payments,nagaland,2020,3,TOTAL,347494,91214897.18744522
Peer-to-peer payments,nagaland,2020,3,TOTAL,330638,1851638119.539822
Merchant payments,nagaland,2020,3,TOTAL,51912,62568884.13216571
Financial Services,nagaland,2020,3,TOTAL,2544,2136903.0242114514
Others,nagaland,2020,3,TOTAL,3731,2090339.2711506593
Peer-to-peer payments,nagaland,2020,4,TOTAL,417393,2563827858.0487146
Recharge & bill payments,nagaland,2020,4,TOTAL,335297,91929581.87730268
Merchant payments,nagaland,2020,4,TOTAL,90496,113115660.17405558
Financial Services,nagaland,2020,4,TOTAL,1068,1017278.309874404
Others,nagaland,2020,4,TOTAL,3571,3194492.1527384534
Peer-to-peer payments,nagaland,2021,1,TOTAL,477346,2841021698.4844904
Recharge & bill payments,nagaland,2021,1,TOTAL,376473,110095189.5931618
Merchant payments,nagaland,2021,1,TOTAL,116846,151202427.14605337
Financial Services,nagaland,2021,1,TOTAL,1511,1929643.694251965
Others,nagaland,2021,1,TOTAL,3721,3201525.695241506
Peer-to-peer payments,nagaland,2021,2,TOTAL,526966,2847731457.571479
Recharge & bill payments,nagaland,2021,2,TOTAL,453979,126962524.74536937
Merchant payments,nagaland,2021,2,TOTAL,144413,176831583.13676447
Financial Services,nagaland,2021,2,TOTAL,1624,1785915.6371230448
Others,nagaland,2021,2,TOTAL,3809,2982482.691132756
Peer-to-peer payments,nagaland,2021,3,TOTAL,667633,3536780176.7792263
Recharge & bill payments,nagaland,2021,3,TOTAL,474693,141172028.23897478
Merchant payments,nagaland,2021,3,TOTAL,208387,304493279.8158357
Financial Services,nagaland,2021,3,TOTAL,1437,1634878.888862805
Others,nagaland,2021,3,TOTAL,4642,3336484.2825483214
Peer-to-peer payments,nagaland,2021,4,TOTAL,819452,4335295237.9809065
Recharge & bill payments,nagaland,2021,4,TOTAL,492411,154359432.07659015
Merchant payments,nagaland,2021,4,TOTAL,311673,442578210.0882374
Financial Services,nagaland,2021,4,TOTAL,1790,2263055.5218537706
Others,nagaland,2021,4,TOTAL,6157,4587848.468888722
Peer-to-peer payments,nagaland,2022,1,TOTAL,963378,4798355631.574022
Recharge & bill payments,nagaland,2022,1,TOTAL,529038,175942440.62210858
Merchant payments,nagaland,2022,1,TOTAL,425336,563650239.9471383
Financial Services,nagaland,2022,1,TOTAL,2022,2503998.824974763
Others,nagaland,2022,1,TOTAL,6178,4499397.927512417
Peer-to-peer payments,nagaland,2022,2,TOTAL,1032542,4933041257.229492
Merchant payments,nagaland,2022,2,TOTAL,513456,640665988.1540827
Recharge & bill payments,nagaland,2022,2,TOTAL,479322,162238616.41478142
Financial Services,nagaland,2022,2,TOTAL,1547,1519503.219426635
Others,nagaland,2022,2,TOTAL,4462,2819984.0024981033
Peer-to-peer payments,nagaland,2022,3,TOTAL,990896,4568905305.863961
Merchant payments,nagaland,2022,3,TOTAL,467257,642368278.6360128
Recharge & bill payments,nagaland,2022,3,TOTAL,430854,148324294.67210707
Financial Services,nagaland,2022,3,TOTAL,1479,2345498.6025009975
Others,nagaland,2022,3,TOTAL,3627,2457117.2762476145
Peer-to-peer payments,nagaland,2022,4,TOTAL,1314122,5888068476.789
Merchant payments,nagaland,2022,4,TOTAL,647805,906834415.4525998
Recharge & bill payments,nagaland,2022,4,TOTAL,508230,170028535.796474
Financial Services,nagaland,2022,4,TOTAL,2104,1909585.0695077945
Others,nagaland,2022,4,TOTAL,3944,3125371.2064643847
Recharge & bill payments,odisha,2018,1,TOTAL,2874109,331254466.1508661
Peer-to-peer payments,odisha,2018,1,TOTAL,2305610,4033548999.1932316
Financial Services,odisha,2018,1,TOTAL,323352,58099674.94576137
Merchant payments,odisha,2018,1,TOTAL,129659,112301341.66618621
Others,odisha,2018,1,TOTAL,177091,92427728.93143727
Peer-to-peer payments,odisha,2018,2,TOTAL,3989202,7621288195.565702
Recharge & bill payments,odisha,2018,2,TOTAL,3307545,482823290.3527084
Financial Services,odisha,2018,2,TOTAL,472304,67829259.91787937
Merchant payments,odisha,2018,2,TOTAL,257628,213530873.3537121
Others,odisha,2018,2,TOTAL,131465,102838720.42969128
Peer-to-peer payments,odisha,2018,3,TOTAL,24472139,22029087498.562176
Recharge & bill payments,odisha,2018,3,TOTAL,3886392,605721781.5285043
Financial Services,odisha,2018,3,TOTAL,836547,97292154.49117658
Merchant payments,odisha,2018,3,TOTAL,729995,275532813.41930753
Others,odisha,2018,3,TOTAL,127082,86881527.58366849
Peer-to-peer payments,odisha,2018,4,TOTAL,12285028,21804268077.596016
Recharge & bill payments,odisha,2018,4,TOTAL,5142124,773017649.5916129
Merchant payments,odisha,2018,4,TOTAL,3061813,682181415.8729985
Financial Services,odisha,2018,4,TOTAL,495495,55534399.30905172
Others,odisha,2018,4,TOTAL,158338,114868029.19162312
Peer-to-peer payments,odisha,2019,1,TOTAL,24117274,33342321630.613514
Recharge & bill payments,odisha,2019,1,TOTAL,6713747,1120730273.3482153
Merchant payments,odisha,2019,1,TOTAL,2690762,821493664.580642
Financial Services,odisha,2019,1,TOTAL,375910,34542738.889085874
